"Path","Method","Name","File","Line"
"/my-claims","GET","my-claims","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","811"
"/my-expenses","GET","my-expenses","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","582"
"/my-pending","GET","my-pending","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","1071"
"/offboarding","POST","offboarding.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","267"
"/offboarding/{id}","DELETE","offboarding.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","270"
"/offboarding/create","GET","offboarding.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","266"
"/onboarding","POST","onboarding.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","250"
"/onboarding/{id}","DELETE","onboarding.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","254"
"/onboarding/{id}/edit","GET","onboarding.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","252"
"/onboarding/create","GET","onboarding.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","249"
"/onboarding/wizard/{employee}","GET","onboarding.wizard","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","257"
"/onboarding/wizard/{employee}/bank","POST","onboarding.save-bank","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","261"
"/onboarding/wizard/{employee}/complete","POST","onboarding.complete","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","262"
"/onboarding/wizard/{employee}/documents","POST","onboarding.save-documents","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","260"
"/onboarding/wizard/{employee}/job","POST","onboarding.save-job","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","259"
"/onboarding/wizard/{employee}/personal","POST","onboarding.save-personal","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","258"
"/overtime/rules","GET","overtime.rules","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","733"
"/paginate","GET","paginate","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","1111"
"/payroll","POST","payroll.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","465"
"/payroll/{id}","DELETE","payroll.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","469"
"/payroll/{id}/edit","GET","payroll.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","467"
"/payroll/{id}/payslip","GET","payroll.payslip.view","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","479"
"/payroll/{id}/payslip/download","GET","payroll.payslip.download","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","482"
"/payroll/{id}/payslip/email","POST","payroll.payslip.email","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","483"
"/payroll/{id}/payslip/generate","POST","payroll.payslip.generate","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","480"
"/payroll/{id}/process","POST","payroll.process","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","472"
"/payroll/bank-file","GET","payroll.bank-file","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","463"
"/payroll/bulk/generate","POST","payroll.bulk.generate","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","475"
"/payroll/bulk/process","POST","payroll.bulk.process","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","476"
"/payroll/components","GET","payroll.components","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","457"
"/payroll/create","GET","payroll.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","464"
"/payroll/declarations","GET","payroll.declarations","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","461"
"/payroll/loans","GET","payroll.loans","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","462"
"/payroll/payslips","GET","payroll.payslips","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","459"
"/payroll/payslips/bulk-generate","POST","payroll.payslips.bulk.generate","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","481"
"/payroll/reports","GET","payroll.reports","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","486"
"/payroll/reports/bank-transfer","POST","payroll.reports.bank","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","489"
"/payroll/reports/monthly-summary","POST","payroll.reports.monthly","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","487"
"/payroll/reports/statutory","POST","payroll.reports.statutory","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","490"
"/payroll/reports/tax","POST","payroll.reports.tax","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","488"
"/payroll/run","GET","payroll.run","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","458"
"/payroll/structures","GET","payroll.structures","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","456"
"/payroll/tax","GET","payroll.tax","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","460"
"/performance","POST","performance.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","100"
"/performance/{id}","DELETE","performance.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","104"
"/performance/{id}/edit","GET","performance.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","102"
"/performance/create","GET","performance.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","99"
"/performance/stats","GET","performance.stats","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","98"
"/performance/templates","POST","performance.templates.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","109"
"/performance/templates/{id}","DELETE","performance.templates.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","113"
"/performance/templates/{id}/edit","GET","performance.templates.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","111"
"/performance/templates/create","GET","performance.templates.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","108"
"/pipeline-report","GET","pipeline-report","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","935"
"/profile","PUT","profile.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","515"
"/profile/{user}","GET","profile","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","614"
"/profile/{user}/export","GET","profile.export","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","625"
"/profile/{user}/stats","GET","profile.stats","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","624"
"/profile/{user}/track-view","POST","profile.trackView","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","626"
"/profile/delete","DELETE","profile.delete","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","616"
"/profile/edit","GET","profile.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","514"
"/profile/image/remove","DELETE","profile.image.remove","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","621"
"/profile/image/upload","POST","profile.image.upload","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","620"
"/profile/update","POST","profile.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","615"
"/progressions","GET","progressions","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","1048"
"/promotions","POST","promotions.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","1030"
"/punchIn","POST","punchIn","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","587"
"/punchOut","POST","punchOut","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","588"
"/recruitment","POST","recruitment.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","186"
"/recruitment/{id}","DELETE","recruitment.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","204"
"/recruitment/{id}/ajax","PUT","recruitment.update.ajax","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","210"
"/recruitment/{id}/applications","POST","recruitment.applications.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","228"
"/recruitment/{id}/applications/{applicationId}","DELETE","recruitment.applications.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","231"
"/recruitment/{id}/applications/{applicationId}/interviews","POST","recruitment.interviews.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","238"
"/recruitment/{id}/applications/{applicationId}/interviews/{interviewId}","DELETE","recruitment.interviews.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","240"
"/recruitment/{id}/applications/{applicationId}/offer","POST","recruitment.applications.extend-offer","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","243"
"/recruitment/{id}/applications/{applicationId}/stage","PUT","recruitment.applications.update-stage","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","234"
"/recruitment/{id}/applications/create","GET","recruitment.applications.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","227"
"/recruitment/{id}/applications/data","GET","recruitment.data.applications","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","214"
"/recruitment/{id}/applications/export","GET","recruitment.applications.export","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","223"
"/recruitment/{id}/close","POST","recruitment.close","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","219"
"/recruitment/{id}/data","GET","recruitment.data.show","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","213"
"/recruitment/{id}/edit","GET","recruitment.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","202"
"/recruitment/{id}/kanban","GET","recruitment.kanban","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","207"
"/recruitment/{id}/publish","POST","recruitment.publish","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","217"
"/recruitment/{id}/report","GET","recruitment.report","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","222"
"/recruitment/{id}/unpublish","POST","recruitment.unpublish","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","218"
"/recruitment/ajax","POST","recruitment.store.ajax","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","189"
"/recruitment/applications/bulk-update","PATCH","recruitment.applications.bulk-update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","198"
"/recruitment/data","GET","recruitment.data.index","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","192"
"/recruitment/statistics","GET","recruitment.statistics","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","195"
"/role-frameworks","POST","role-frameworks.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","144"
"/run-predictions","POST","run-predictions","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","924"
"/safety","GET","safety.index","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","375"
"/safety/incidents","POST","safety.incidents.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","379"
"/safety/incidents/{id}","DELETE","safety.incidents.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","382"
"/safety/incidents/{id}/resolve","POST","safety.incidents.resolve","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","383"
"/safety/incidents/create","GET","safety.incidents.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","378"
"/safety/inspections","POST","safety.inspections.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","388"
"/safety/inspections/{id}","DELETE","safety.inspections.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","391"
"/safety/inspections/create","GET","safety.inspections.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","387"
"/safety/stats","GET","safety.stats","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","376"
"/safety/training","POST","safety.training.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","396"
"/safety/training/{id}","PUT","safety.training.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","398"
"/safety/training/create","GET","safety.training.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","395"
"/self-service","GET","selfservice.index","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","439"
"/self-service/benefits","GET","selfservice.benefits","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","443"
"/self-service/career-path","GET","selfservice.careerpath","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","449"
"/self-service/documents","GET","selfservice.documents","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","442"
"/self-service/payslips","GET","selfservice.payslips","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","447"
"/self-service/performance","GET","selfservice.performance","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","448"
"/self-service/profile","PUT","selfservice.profile.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","441"
"/self-service/time-off","POST","selfservice.timeoff.request","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","445"
"/self-service/trainings","GET","selfservice.trainings","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","446"
"/settings/attendance","POST","attendance-settings.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","761"
"/settings/attendance-type","POST","attendance-types.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","762"
"/settings/attendance-type/{id}","DELETE","attendance-types.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","764"
"/settings/attendance-type/{id}/add-item","POST","attendance-types.addItem","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","767"
"/settings/attendance-type/{id}/generate-qr","POST","attendance-types.generateQr","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","769"
"/settings/attendance-type/{id}/remove-item","DELETE","attendance-types.removeItem","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","768"
"/shifts","GET","shifts","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","732"
"/skills","POST","skills.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","285"
"/skills/{id}","DELETE","skills.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","287"
"/skills/all-employee-skills","GET","skills.all-employee-skills","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","284"
"/skills/matrix","GET","skills.matrix","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","283"
"/skills/stats","GET","skills.stats","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","282"
"/stats","GET","stats","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","1112"
"/talent-mobility","GET","talent-mobility","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","911"
"/team","GET","team","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","124"
"/team-matrix","GET","team-matrix","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","145"
"/time-off","GET","timeoff.index","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","363"
"/time-off/approvals","GET","timeoff.approvals","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","365"
"/time-off/approve/{id}","POST","timeoff.approve","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","366"
"/time-off/balances","GET","timeoff.balances","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","319"
"/time-off/calendar","GET","timeoff.calendar","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","364"
"/time-off/dashboard","GET","timeoff.dashboard","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","307"
"/time-off/employee-requests","GET","timeoff.employee-requests","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","325"
"/time-off/holidays","GET","timeoff.holidays","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","310"
"/time-off/leave-requests","GET","timeoff.leave-requests","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","313"
"/time-off/reject/{id}","POST","timeoff.reject","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","367"
"/time-off/reports","GET","timeoff.reports","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","368"
"/time-off/settings","PUT","timeoff.settings.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","370"
"/time-off-legacy","GET","timeoff-legacy.index","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","330"
"/time-off-legacy/{id}/approve","POST","timeoff-legacy.approve","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","333"
"/time-off-legacy/{id}/reject","POST","timeoff-legacy.reject","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","334"
"/time-off-legacy/approvals","GET","timeoff-legacy.approvals","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","332"
"/time-off-legacy/calendar","GET","timeoff-legacy.calendar","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","331"
"/time-off-legacy/reports","GET","timeoff-legacy.reports","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","335"
"/time-off-legacy/settings","PUT","timeoff-legacy.settings.update","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","337"
"/timesheet","GET","timesheet","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","735"
"/training","POST","training.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","158"
"/training/{id}","DELETE","training.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","162"
"/training/{id}/edit","GET","training.edit","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","160"
"/training/{id}/enrollments","POST","training.enrollments.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","178"
"/training/{id}/enrollments/{enrollmentId}","DELETE","training.enrollments.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","180"
"/training/{id}/materials","POST","training.materials.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","172"
"/training/{id}/materials/{materialId}","DELETE","training.materials.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","174"
"/training/categories","POST","training.categories.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","166"
"/training/categories/{id}","DELETE","training.categories.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","168"
"/training/create","GET","training.create","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","157"
"/transfers","POST","transfers.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","1034"
"/update-leave-type/{id}","PUT","update-leave-type","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","693"
"/warnings","POST","warnings.store","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","873"
"/warnings/{id}","DELETE","warnings.destroy","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","875"
"/warnings/data","GET","warnings.data","d:\laragon\www\Aero-Enterprise-Suite-Saas\packages\aero-hrm\routes\web.php","872"
